19, Private, 294029, 11th, 7, Never-married, Sales, Own-child, Other, Female, 0, 0, 32, Nicaragua, <=50K
64, Private, 312498, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Private, 177675, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 40, United-States, <=50K
51, Private, 152810, HS-grad, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
57, Private, 319122, Bachelors, 13, Never-married, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
25, Private, 212304, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, White, Male, 0, 0, 40, United-States, <=50K
53, Private, 208321, HS-grad, 9, Married-civ-spouse, Other-service, Husband, Black, Male, 0, 1740, 40, United-States, <=50K
39, Private, 240841, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 25, United-States, <=50K
49, Private, 208978, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 16, United-States, <=50K
23, Local-gov, 442359, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 1092, 40, United-States, <=50K
28, Private, 198197, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 55, United-States, >50K
46, Private, 261059, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 50, United-States, >50K
40, Private, 72791, Some-college, 10, Never-married, Craft-repair, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
24, Private, 275395, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 50, United-States, <=50K
20, ?, 195767, HS-grad, 9, Never-married, ?, Own-child, White, Male, 0, 0, 40, United-States, <=50K
50, Private, 462966, 10th, 6, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 8, El-Salvador, <=50K
24, ?, 265434, Bachelors, 13, Never-married, ?, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
35, Private, 31269, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Local-gov, 246291, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 46, United-States, <=50K
54, Federal-gov, 128378, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
35, Local-gov, 231180, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 45, United-States, <=50K
31, Local-gov, 206297, HS-grad, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, >50K
47, Self-emp-inc, 337050, Some-college, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
48, Private, 193075, HS-grad, 9, Divorced, Sales, Own-child, White, Female, 0, 0, 20, United-States, <=50K
33, Local-gov, 169652, Assoc-voc, 11, Never-married, Adm-clerical, Own-child, White, Male, 0, 1669, 55, United-States, <=50K
35, Private, 35945, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
20, ?, 141453, Some-college, 10, Never-married, ?, Own-child, White, Female, 0, 0, 10, United-States, <=50K
36, Private, 252231, Preschool, 1, Never-married, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, Puerto-Rico, <=50K
30, Private, 128016, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K
39, Private, 150057, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 55, United-States, >50K
25, Private, 258276, Some-college, 10, Never-married, Handlers-cleaners, Not-in-family, Amer-Indian-Eskimo, Male, 0, 0, 40, United-States, <=50K
40, Private, 188465, HS-grad, 9, Divorced, Other-service, Not-in-family, White, Female, 0, 0, 35, United-States, <=50K
25, Self-emp-inc, 161007, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
33, Private, 403468, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, Mexico, <=50K
53, Federal-gov, 181677, Some-college, 10, Divorced, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
18, Private, 120243, 11th, 7, Never-married, Other-service, Own-child, White, Male, 0, 0, 10, United-States, <=50K
41, Private, 157025, HS-grad, 9, Never-married, Machine-op-inspct, Unmarried, Black, Male, 0, 0, 40, United-States, <=50K
25, Private, 306908, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, <=50K
66, Self-emp-not-inc, 28061, 7th-8th, 4, Widowed, Farming-fishing, Unmarried, White, Male, 0, 0, 50, United-States, <=50K
53, Private, 95540, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 1471, 0, 40, United-States, <=50K
27, Private, 135001, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
28, Private, 293398, HS-grad, 9, Separated, Sales, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
23, Private, 185106, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, Black, Male, 0, 0, 40, United-States, <=50K
29, Self-emp-not-inc, 245790, 10th, 6, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 80, United-States, <=50K
26, Private, 134004, Some-college, 10, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, United-States, <=50K
26, Private, 205036, HS-grad, 9, Never-married, Handlers-cleaners, Not-in-family, White, Male, 0, 0, 42, United-States, <=50K
26, Private, 244495, 9th, 5, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
38, Private, 159179, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 405155, 5th-6th, 3, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Mexico, <=50K
34, Private, 177437, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 15024, 0, 45, United-States, >50K
32, Federal-gov, 402361, HS-grad, 9, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
57, Self-emp-not-inc, 184553, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
31, Private, 302626, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
38, Private, 99138, Bachelors, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
39, Private, 112731, HS-grad, 9, Divorced, Other-service, Not-in-family, Other, Female, 0, 0, 40, Dominican-Republic, <=50K
35, Private, 192923, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 2377, 40, United-States, <=50K
18, Private, 761006, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 20, United-States, <=50K
75, ?, 125784, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 8, United-States, <=50K
28, Private, 182344, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
41, Self-emp-not-inc, 117012, Masters, 14, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 55, United-States, <=50K
39, Federal-gov, 30673, 9th, 5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, >50K
31, Federal-gov, 484669, Some-college, 10, Never-married, Tech-support, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
38, State-gov, 314052, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 38, United-States, <=50K
43, State-gov, 38537, Some-college, 10, Divorced, Exec-managerial, Unmarried, Black, Female, 0, 0, 38, ?, <=50K
27, Private, 165412, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
42, Private, 198341, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 1902, 55, India, >50K
46, Private, 116635, Bachelors, 13, Separated, Prof-specialty, Unmarried, Black, Female, 0, 0, 36, United-States, <=50K
20, Private, 185452, HS-grad, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
42, Private, 118686, Some-college, 10, Divorced, Prof-specialty, Unmarried, White, Female, 0, 0, 20, United-States, <=50K
69, Private, 76939, HS-grad, 9, Widowed, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
47, Federal-gov, 160646, Assoc-voc, 11, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 35, United-States, <=50K
49, State-gov, 126754, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Portugal, <=50K
20, Private, 211049, Some-college, 10, Never-married, Exec-managerial, Own-child, White, Female, 0, 0, 30, United-States, <=50K
52, Private, 311931, 5th-6th, 3, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 15, El-Salvador, <=50K
33, Private, 283602, 5th-6th, 3, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 59, Mexico, <=50K
18, Private, 155021, 11th, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 6, United-States, <=50K
55, Self-emp-not-inc, 100569, HS-grad, 9, Separated, Farming-fishing, Unmarried, White, Female, 0, 0, 55, United-States, <=50K
61, Private, 380462, 7th-8th, 4, Married-civ-spouse, Farming-fishing, Husband, Black, Male, 0, 0, 40, United-States, <=50K
61, Federal-gov, 221943, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 9386, 0, 40, United-States, >50K
39, Private, 114544, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 45, United-States, >50K
30, Private, 248584, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
61, Private, 227468, HS-grad, 9, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
36, Private, 66173, Assoc-acdm, 12, Married-civ-spouse, Sales, Wife, White, Female, 0, 0, 15, United-States, <=50K
34, Private, 107624, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, <=50K
53, Private, 70387, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 4386, 0, 40, India, >50K
38, Private, 423616, Assoc-voc, 11, Married-civ-spouse, Tech-support, Wife, White, Female, 0, 0, 36, United-States, >50K
46, Private, 98637, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7298, 0, 50, United-States, >50K
27, Local-gov, 216013, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
32, Self-emp-not-inc, 210926, 11th, 7, Separated, Handlers-cleaners, Unmarried, White, Female, 0, 0, 40, Nicaragua, <=50K
60, Local-gov, 255711, Bachelors, 13, Widowed, Prof-specialty, Unmarried, White, Female, 0, 0, 60, United-States, >50K
23, Private, 77581, Bachelors, 13, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, <=50K
29, Private, 152461, Bachelors, 13, Never-married, Prof-specialty, Unmarried, White, Female, 14344, 0, 50, United-States, >50K
22, Private, 203263, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 50, United-States, <=50K
25, Private, 261519, HS-grad, 9, Never-married, Sales, Own-child, White, Male, 0, 0, 35, United-States, <=50K
29, Private, 91189, Bachelors, 13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 48, United-States, <=50K
90, Federal-gov, 195433, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 30, United-States, <=50K
37, Local-gov, 272471, HS-grad, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
32, Private, 311524, HS-grad, 9, Never-married, Craft-repair, Own-child, Black, Male, 0, 0, 38, United-States, <=50K
18, Private, 151386, HS-grad, 9, Married-spouse-absent, Other-service, Own-child, Black, Male, 0, 0, 40, Jamaica, <=50K
35, Private, 187625, Some-college, 10, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 65, United-States, <=50K
50, Private, 108933, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 2885, 0, 40, United-States, <=50K
54, Private, 135388, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 5178, 0, 40, United-States, >50K
43, Private, 169383, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
28, Self-emp-inc, 191129, HS-grad, 9, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 65, United-States, >50K
51, Private, 467611, 9th, 5, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, Mexico, <=50K
31, Private, 373185, Some-college, 10, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 42, Mexico, <=50K
69, Private, 130060, HS-grad, 9, Separated, Transport-moving, Unmarried, Black, Female, 2387, 0, 40, United-States, <=50K
57, Private, 199934, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, >50K
71, ?, 116165, Some-college, 10, Widowed, ?, Not-in-family, White, Female, 0, 0, 14, Canada, <=50K
28, Private, 42881, 10th, 6, Divorced, Machine-op-inspct, Own-child, White, Female, 0, 0, 40, United-States, <=50K
28, ?, 174666, 10th, 6, Separated, ?, Not-in-family, White, Male, 0, 0, 80, United-States, <=50K
25, Private, 169759, HS-grad, 9, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 95, United-States, <=50K
49, Self-emp-not-inc, 181547, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 30, Columbia, <=50K
52, Private, 95704, 9th, 5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
23, Private, 237432, Bachelors, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, ?, <=50K
32, Private, 226267, 5th-6th, 3, Married-spouse-absent, Craft-repair, Other-relative, White, Male, 0, 0, 40, El-Salvador, <=50K
31, Private, 159979, Some-college, 10, Never-married, Sales, Not-in-family, Asian-Pac-Islander, Female, 0, 0, 50, United-States, <=50K
30, Private, 203488, HS-grad, 9, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 50, United-States, <=50K
24, Private, 403671, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, <=50K
45, Private, 192323, Assoc-acdm, 12, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 66, Yugoslavia, <=50K
30, Private, 167832, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
52, Private, 145166, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 15024, 0, 55, United-States, >50K
42, State-gov, 155657, HS-grad, 9, Divorced, Adm-clerical, Not-in-family, Black, Female, 0, 0, 25, United-States, <=50K
49, Private, 116789, HS-grad, 9, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, <=50K
20, Private, 39234, HS-grad, 9, Never-married, Other-service, Own-child, White, Male, 0, 0, 30, United-States, <=50K
25, Private, 124111, Bachelors, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, <=50K
41, Private, 172828, 9th, 5, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 55, Outlying-US(Guam-USVI-etc), <=50K
55, Private, 143372, HS-grad, 9, Divorced, Sales, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
31, Self-emp-not-inc, 265807, Assoc-voc, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 3137, 0, 50, United-States, <=50K
25, State-gov, 218184, Bachelors, 13, Never-married, Protective-serv, Not-in-family, Black, Female, 0, 0, 40, United-States, <=50K
32, Private, 154087, HS-grad, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
29, Federal-gov, 440647, Some-college, 10, Never-married, Adm-clerical, Other-relative, White, Male, 0, 0, 40, United-States, <=50K
37, Private, 193952, HS-grad, 9, Divorced, Other-service, Not-in-family, Black, Female, 0, 0, 40, ?, <=50K
52, Private, 125932, 7th-8th, 4, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
19, Private, 284652, Some-college, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 15, United-States, <=50K
21, ?, 214635, Some-college, 10, Never-married, ?, Own-child, White, Male, 0, 0, 24, United-States, <=50K
43, Private, 173316, Assoc-acdm, 12, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
39, State-gov, 65390, Some-college, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, ?, <=50K
40, Self-emp-inc, 45054, Some-college, 10, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 40, United-States, >50K
54, Private, 185042, 1st-4th, 2, Separated, Priv-house-serv, Other-relative, White, Female, 0, 0, 40, Mexico, <=50K
35, Private, 117381, Bachelors, 13, Divorced, Sales, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
34, Private, 258666, Assoc-voc, 11, Never-married, Tech-support, Not-in-family, White, Female, 0, 1974, 40, United-States, <=50K
35, Private, 179668, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
57, Private, 127277, Doctorate, 16, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 40, Taiwan, >50K
26, Private, 192022, Bachelors, 13, Never-married, Other-service, Other-relative, White, Female, 0, 0, 40, United-States, <=50K
55, Self-emp-not-inc, 99551, Bachelors, 13, Widowed, Sales, Unmarried, White, Female, 0, 0, 15, United-States, <=50K
51, Private, 208899, Bachelors, 13, Separated, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
35, Private, 287658, Assoc-acdm, 12, Never-married, Transport-moving, Not-in-family, Black, Male, 0, 0, 30, Jamaica, <=50K
31, Private, 196125, HS-grad, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
17, Private, 275051, 11th, 7, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 8, United-States, <=50K
38, Private, 23892, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Wife, White, Female, 0, 0, 40, United-States, <=50K
39, Federal-gov, 376455, Prof-school, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1887, 50, United-States, >50K
29, Private, 267989, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
39, Private, 30269, Assoc-voc, 11, Divorced, Sales, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
42, Private, 204235, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
46, Local-gov, 209057, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
73, Private, 349347, 7th-8th, 4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 25, United-States, <=50K
47, Local-gov, 154033, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 1876, 40, United-States, <=50K
28, Private, 124680, HS-grad, 9, Never-married, Sales, Unmarried, White, Female, 0, 0, 70, United-States, <=50K
27, Private, 132805, 10th, 6, Never-married, Sales, Other-relative, White, Male, 0, 1980, 40, United-States, <=50K
38, Private, 99233, Prof-school, 15, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, >50K
19, Private, 224849, HS-grad, 9, Never-married, Sales, Not-in-family, White, Male, 0, 0, 35, United-States, <=50K
60, Local-gov, 101110, Assoc-voc, 11, Divorced, Prof-specialty, Unmarried, White, Male, 0, 0, 40, United-States, >50K
24, Private, 184839, Some-college, 10, Never-married, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, <=50K
52, Private, 302847, 11th, 7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, <=50K
36, Private, 181322, Bachelors, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 45, United-States, <=50K
26, Local-gov, 192213, Masters, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, Canada, <=50K
28, State-gov, 37250, Bachelors, 13, Never-married, Prof-specialty, Own-child, White, Male, 0, 0, 16, United-States, <=50K
38, Self-emp-inc, 140854, Bachelors, 13, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 50, United-States, >50K
47, Private, 158286, Masters, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, >50K
50, Private, 269095, Bachelors, 13, Divorced, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, >50K
27, Private, 279960, HS-grad, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
47, Private, 176239, Some-college, 10, Widowed, Prof-specialty, Unmarried, White, Female, 0, 0, 40, United-States, <=50K
36, Private, 115360, 10th, 6, Married-civ-spouse, Machine-op-inspct, Own-child, White, Female, 3464, 0, 40, United-States, <=50K
49, Private, 337666, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, Black, Male, 0, 0, 40, United-States, <=50K
68, ?, 255276, Some-college, 10, Married-civ-spouse, ?, Husband, White, Male, 0, 0, 48, United-States, >50K
63, Private, 145212, HS-grad, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
36, Private, 185099, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 70, United-States, >50K
42, Private, 142756, Some-college, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 35, United-States, <=50K
28, Private, 156300, Masters, 14, Never-married, Exec-managerial, Not-in-family, Black, Female, 0, 0, 45, United-States, <=50K
68, ?, 186266, HS-grad, 9, Married-civ-spouse, ?, Wife, White, Female, 0, 0, 8, United-States, <=50K
38, Private, 219137, HS-grad, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 22, United-States, <=50K
43, Private, 110970, Bachelors, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1902, 40, United-States, >50K
49, Private, 203067, Some-college, 10, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, >50K
59, Private, 148844, HS-grad, 9, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
25, Private, 154941, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, >50K
26, Private, 124111, Assoc-acdm, 12, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 36, United-States, <=50K
59, Private, 157303, Some-college, 10, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 48, United-States, <=50K
34, Private, 113838, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
34, Private, 165737, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, Asian-Pac-Islander, Male, 0, 0, 43, India, >50K
67, Private, 140849, HS-grad, 9, Widowed, Other-service, Not-in-family, White, Female, 0, 0, 24, United-States, <=50K
45, Private, 200363, Assoc-voc, 11, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 44, United-States, <=50K
64, Private, 180247, 7th-8th, 4, Married-civ-spouse, Craft-repair, Husband, Black, Male, 0, 0, 40, United-States, <=50K
51, Private, 82578, Masters, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 38, Canada, >50K
31, Private, 227146, Bachelors, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 55, United-States, >50K
42, Self-emp-inc, 348886, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, >50K
65, Private, 90907, 5th-6th, 3, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 40, United-States, <=50K
23, Private, 142766, Some-college, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 20, United-States, <=50K
31, Private, 246439, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 45, United-States, <=50K
33, Private, 184784, 10th, 6, Divorced, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, <=50K
17, Local-gov, 195262, 11th, 7, Never-married, Craft-repair, Own-child, White, Male, 0, 0, 35, United-States, <=50K
63, Private, 167967, Masters, 14, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 46, United-States, <=50K
48, Private, 145636, HS-grad, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 60, United-States, >50K
45, Local-gov, 170099, Assoc-acdm, 12, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 40, United-States, <=50K
17, Private, 228253, 10th, 6, Never-married, Handlers-cleaners, Own-child, White, Male, 0, 0, 10, United-States, <=50K
26, Local-gov, 205570, HS-grad, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
38, Federal-gov, 506830, Some-college, 10, Divorced, Tech-support, Unmarried, Black, Female, 0, 0, 40, United-States, <=50K
29, Private, 412435, HS-grad, 9, Married-civ-spouse, Exec-managerial, Wife, White, Female, 0, 0, 40, Outlying-US(Guam-USVI-etc), <=50K
44, Private, 163331, Some-college, 10, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 32, United-States, <=50K
43, Federal-gov, 222756, Masters, 14, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
39, State-gov, 318918, Bachelors, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, <=50K
43, Private, 105188, HS-grad, 9, Never-married, Other-service, Not-in-family, Black, Male, 0, 0, 40, Haiti, <=50K
23, Private, 199884, HS-grad, 9, Never-married, Adm-clerical, Unmarried, White, Female, 0, 0, 45, United-States, <=50K
19, Private, 96483, HS-grad, 9, Never-married, Other-service, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, United-States, <=50K
49, Self-emp-not-inc, 192203, 9th, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, Canada, <=50K
52, Private, 203392, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 5013, 0, 40, United-States, <=50K
32, Private, 99646, HS-grad, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, <=50K
38, Private, 167440, Bachelors, 13, Married-civ-spouse, Transport-moving, Husband, White, Male, 4508, 0, 40, United-States, <=50K
25, ?, 210095, 5th-6th, 3, Never-married, ?, Unmarried, White, Female, 0, 0, 25, El-Salvador, <=50K
44, Private, 219591, Some-college, 10, Divorced, Handlers-cleaners, Own-child, White, Male, 0, 0, 40, United-States, <=50K
63, Private, 30270, 7th-8th, 4, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, <=50K
42, Local-gov, 226020, HS-grad, 9, Separated, Other-service, Not-in-family, Black, Female, 0, 0, 60, ?, <=50K
21, Private, 314165, Some-college, 10, Never-married, Sales, Own-child, White, Male, 0, 0, 40, Columbia, <=50K
32, Private, 330715, Some-college, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, <=50K
24, Self-emp-not-inc, 35448, HS-grad, 9, Separated, Other-service, Unmarried, White, Female, 0, 0, 50, United-States, <=50K
